cls,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous
0,7,1,0,0,1,1,0,5,3,1.0419096,-0.39125243,1.8256083,-0.1365409,-0.56934434,-0.41144857,-0.2519376
0,1,1,0,0,1,0,2,8,3,0.19435315,-0.23984507,-0.0968965,0.7060865,-0.24655762,-0.41144857,-0.2519376
0,7,1,1,0,1,0,0,5,3,-0.84154916,0.27382335,0.6240428,3.4863687,-0.56934434,-0.41144857,-0.2519376
0,1,1,1,0,1,0,0,0,3,0.9477366,1.1247919,-1.0581489,2.472886,-0.56934434,-0.41144857,-0.2519376
0,4,0,2,0,0,0,0,1,3,0.47687194,-0.021437464,-0.5775227,1.7778155,0.0762291,-0.41144857,-0.2519376
0,4,1,2,0,0,0,0,9,3,0.7593908,-0.3121002,0.6240428,-0.09771015,-0.56934434,-0.41144857,-0.2519376
0,3,1,0,0,1,0,0,5,3,0.47687194,-0.38139945,0.6240428,-0.6491069,-0.56934434,-0.41144857,-0.2519376
0,0,1,2,0,1,0,2,8,3,-0.7473762,-0.1331045,1.4651387,0.39932355,0.3990158,-0.41144857,-0.2519376
0,4,1,2,0,0,1,0,1,3,0.57104486,-0.36202195,-0.93799233,-0.46660233,-0.24655762,-0.41144857,-0.2519376
0,3,1,1,1,1,1,0,8,0,-1.2182409,-0.42606628,-0.33720958,-0.3617593,-0.56934434,2.5946813,0.18219551
0,1,2,1,0,1,0,2,8,3,0.47687194,-0.42245352,-1.0581489,-0.051113237,-0.24655762,-0.41144857,-0.2519376
0,9,2,1,0,0,0,0,1,3,-0.37068447,-0.3574239,-0.93799233,-0.33069468,0.0762291,-0.41144857,-0.2519376
0,5,1,0,0,0,0,0,0,3,4.1496162,-0.415228,1.7054517,0.6128927,-0.56934434,-0.41144857,-0.2519376
0,5,1,3,0,0,0,1,5,3,3.5845788,-0.4474144,-0.93799233,-0.35399315,-0.56934434,-0.41144857,-0.2519376
0,4,2,1,0,1,0,0,8,3,-1.0298951,-0.57320404,0.26357314,-0.34234393,-0.56934434,-0.41144857,-0.2519376
0,9,0,1,0,1,1,0,1,3,-0.6532033,-0.44511536,1.5852952,0.057612885,-0.24655762,-0.41144857,-0.2519376
0,0,0,1,0,1,0,0,8,3,-0.55903035,-0.31472766,-1.1783054,0.6983204,-0.56934434,-0.41144857,-0.2519376
0,3,1,2,0,0,0,0,1,3,1.5127742,-0.4464291,-1.4186186,-0.45107004,-0.24655762,-0.41144857,-0.2519376
0,0,1,1,0,1,1,0,5,3,-0.27651155,-0.43197808,1.8256083,-0.808313,2.6585228,-0.41144857,-0.2519376
0,9,1,1,0,0,0,1,10,3,-0.08816566,-0.06676114,0.6240428,-0.92868835,-0.56934434,-0.41144857,-0.2519376
0,2,1,2,0,1,0,2,10,3,-0.9357221,-0.42146823,0.26357314,1.1642895,-0.56934434,-0.41144857,-0.2519376
0,7,1,1,0,0,1,0,5,3,-0.6532033,-0.3997917,0.74419934,-0.41223928,-0.24655762,-0.41144857,-0.2519376
0,7,1,1,0,1,1,2,8,3,-1.3124138,-0.01946687,0.6240428,0.41097277,-0.56934434,-0.41144857,-0.2519376
0,5,0,0,0,1,1,0,0,3,1.0419096,-0.7032633,0.1434166,1.750634,-0.56934434,-0.41144857,-0.2519376
0,5,1,2,0,0,0,1,11,0,4.055444,1.1162527,-0.8178358,4.4532547,-0.56934434,0.5173556,1.0504618
0,4,1,2,0,1,0,0,8,0,-0.27651155,-1.0661812,-1.1783054,-0.68405455,-0.24655762,2.4848225,0.18219551
0,3,2,1,0,0,0,1,4,3,0.10018021,-0.25758043,1.4651387,-0.83161145,-0.56934434,-0.41144857,-0.2519376
0,9,0,1,0,1,1,2,8,3,1.0419096,-0.3199826,1.344982,-0.46271926,-0.56934434,-0.41144857,-0.2519376
0,4,0,2,0,1,0,2,8,3,1.6069472,-0.5121156,1.344982,0.07314519,0.3990158,-0.41144857,-0.2519376
0,9,2,1,0,1,0,0,5,3,-1.5007597,-0.10715834,1.104669,0.30612972,-0.24655762,-0.41144857,-0.2519376
0,1,2,0,0,1,0,0,8,3,1.2302555,-0.48649785,-0.33720958,0.011015976,-0.56934434,-0.41144857,-0.2519376
0,4,2,1,0,1,0,2,8,3,-1.6891056,-0.41949764,0.3837297,-0.57921153,-0.24655762,-0.41144857,-0.2519376
0,1,1,0,0,0,0,2,6,3,0.2885261,0.10073942,0.3837297,-0.75394994,-0.24655762,-0.41144857,-0.2519376
0,10,0,1,0,0,0,2,6,3,1.4186013,-0.19682041,-1.1783054,-0.29963008,-0.24655762,-0.41144857,-0.2519376
0,7,1,2,0,0,0,0,1,3,1.4186013,0.69553065,-1.4186186,-0.5209654,-0.56934434,-0.41144857,-0.2519376
0,10,1,1,0,0,0,1,10,3,1.7011201,-0.26316378,0.3837297,0.25176668,-0.24655762,-0.41144857,-0.2519376
0,1,0,0,0,0,0,2,6,3,-0.55903035,-0.4474144,-0.45736614,-0.22585164,-0.56934434,-0.41144857,-0.2519376
0,1,1,1,0,0,0,0,5,3,0.57104486,-0.40636033,-0.93799233,-0.18702088,-0.24655762,-0.41144857,-0.2519376
0,4,2,2,0,0,1,0,9,3,0.47687194,-0.23294798,0.6240428,-0.5986269,-0.56934434,-0.41144857,-0.2519376
0,7,0,0,0,1,0,2,8,3,-0.1823386,-0.2927227,-1.1783054,-0.3772916,-0.24655762,-0.41144857,-0.2519376
0,11,1,3,0,0,0,1,5,3,0.47687194,0.50865257,-1.0581489,-0.8432607,2.0129495,-0.41144857,-0.2519376
0,3,0,1,0,1,0,0,4,3,0.382699,-0.437233,1.4651387,0.08479442,-0.56934434,-0.41144857,-0.2519376
0,4,0,2,0,1,0,0,3,0,-0.1823386,-0.7692782,-1.4186186,-0.8005468,-0.24655762,2.1951954,0.18219551
0,7,1,1,0,1,0,0,4,3,-0.7473762,-0.41194367,1.5852952,-0.3889408,-0.24655762,-0.41144857,-0.2519376
0,1,2,3,0,0,0,0,8,3,-1.5949327,-0.38435537,1.344982,0.6439573,-0.56934434,-0.41144857,-0.2519376
0,5,0,2,0,0,0,0,1,3,0.47687194,-0.46317914,-1.4186186,-0.9248053,0.3990158,-0.41144857,-0.2519376
0,1,1,1,0,0,0,0,9,3,-0.55903035,-0.22834992,0.5038862,-0.3112793,-0.56934434,-0.41144857,-0.2519376
0,9,1,0,0,0,0,0,10,3,1.889466,1.6492985,0.02326005,-0.78889763,-0.24655762,-0.41144857,-0.2519376
0,8,2,1,0,0,0,0,1,0,-1.2182409,0.18481813,0.5038862,-0.43165466,-0.56934434,0.49738136,0.18219551
0,9,1,1,0,1,0,0,6,1,0.382699,-0.3140708,-1.5387751,-0.07052861,-0.56934434,2.664591,4.0893936
0,3,2,2,0,0,0,0,1,3,-0.9357221,-0.4474144,0.74419934,-0.69958687,0.0762291,-0.41144857,-0.2519376
0,4,1,1,0,0,0,2,8,3,1.0419096,-0.3905956,0.86435586,-0.81607914,0.72180253,-0.41144857,-0.2519376
0,1,2,1,0,1,0,0,0,0,-0.08816566,-0.3919093,0.5038862,-0.17148858,-0.56934434,3.0540898,0.18219551
0,1,2,1,0,0,0,0,3,3,-0.9357221,-0.4392036,-1.4186186,-0.44718695,-0.56934434,-0.41144857,-0.2519376
0,9,2,1,0,0,1,0,1,3,0.2885261,-0.4585811,1.344982,-0.9481037,3.3040962,-0.41144857,-0.2519376
0,9,1,1,0,0,1,1,9,3,-1.0298951,0.30075482,0.3837297,-0.8199622,-0.56934434,-0.41144857,-0.2519376
0,1,1,0,0,1,0,2,8,3,1.889466,-0.2421441,0.3837297,-0.3889408,-0.24655762,-0.41144857,-0.2519376
0,4,1,1,0,1,0,0,8,3,0.10018021,-0.35709545,-1.1783054,-0.46271926,1.0445893,-0.41144857,-0.2519376
0,1,1,1,0,1,0,0,5,3,-1.124068,-0.44675753,0.74419934,-0.62969154,-0.56934434,-0.41144857,-0.2519376
0,4,0,2,0,0,0,0,10,0,0.2885261,-0.43559083,1.2248255,-0.50931615,-0.24655762,1.1265713,1.0504618
0,1,1,0,0,1,0,0,0,3,-0.08816566,-0.15609477,0.02326005,-0.7927807,-0.56934434,-0.41144857,-0.2519376
0,0,0,3,0,1,0,2,8,3,1.4186013,0.94710994,-1.1783054,0.17798823,-0.24655762,-0.41144857,-0.2519376
0,9,1,1,0,1,1,2,6,3,-0.37068447,-0.31275707,-1.6589316,0.22846822,1.0445893,-0.41144857,-0.2519376
0,7,2,1,0,1,0,0,8,3,-1.2182409,-0.4089878,-0.5775227,-0.4860177,-0.56934434,-0.41144857,-0.2519376
0,1,2,3,0,0,0,0,3,3,1.0419096,0.13883759,-1.5387751,-0.35011005,-0.24655762,-0.41144857,-0.2519376
0,9,1,2,0,0,0,0,1,3,-0.55903035,-0.44018888,-0.5775227,-0.57921153,-0.56934434,-0.41144857,-0.2519376
0,0,1,1,0,1,0,2,6,3,0.10018021,0.5920744,0.02326005,0.15468977,0.3990158,-0.41144857,-0.2519376
0,4,1,1,0,0,0,2,6,3,0.57104486,0.5024123,0.1434166,1.1565233,-0.56934434,-0.41144857,-0.2519376
0,9,2,1,0,0,1,2,6,3,-0.9357221,-0.41785547,-1.4186186,-0.86655915,-0.56934434,-0.41144857,-0.2519376
0,1,1,1,0,1,0,0,8,1,-0.7473762,-0.047055196,0.26357314,-0.80442995,0.0762291,3.2638197,1.4845948
0,4,2,2,0,1,0,0,9,1,-0.84154916,-0.4474144,0.26357314,-0.05499631,-0.24655762,1.2763784,0.18219551
0,1,1,1,0,0,0,0,1,3,-1.0298951,-0.40274757,0.26357314,-0.61027616,-0.56934434,-0.41144857,-0.2519376
0,7,2,1,0,0,0,0,4,3,-0.84154916,-0.4474144,1.5852952,-0.62969154,-0.56934434,-0.41144857,-0.2519376
0,0,1,1,0,1,1,2,8,3,-0.9357221,-0.4474144,-1.1783054,-0.44330388,-0.24655762,-0.41144857,-0.2519376
0,7,1,1,0,0,1,2,6,3,1.1360825,0.46365732,0.3837297,-0.25303316,-0.56934434,-0.41144857,-0.2519376
0,0,1,2,0,0,0,0,1,0,-0.6532033,-0.44413006,0.6240428,-0.65299,-0.56934434,0.5073685,0.18219551
0,8,1,1,0,1,0,0,8,3,-0.9357221,-0.3991348,-0.0968965,0.7682157,-0.56934434,-0.41144857,-0.2519376
0,7,1,2,1,0,1,2,5,3,-0.9357221,-0.47697333,-1.7790881,-0.33069468,-0.56934434,-0.41144857,-0.2519376
0,0,2,1,0,1,0,2,6,3,1.5127742,1.4469842,0.3837297,0.985668,-0.56934434,-0.41144857,-0.2519376
0,5,0,0,0,1,0,2,6,3,1.7011201,-0.47631645,-1.2984619,2.5311322,-0.24655762,-0.41144857,-0.2519376
0,1,1,0,0,1,0,0,5,3,-0.7473762,0.23047026,1.8256083,-0.9325714,3.9496698,-0.41144857,-0.2519376
0,9,1,2,0,0,0,0,1,3,1.6069472,-0.4474144,1.104669,1.0943941,0.3990158,-0.41144857,-0.2519376
0,9,0,1,0,1,0,2,8,3,-1.0298951,0.2954999,1.4651387,-0.60639304,-0.24655762,-0.41144857,-0.2519376
0,3,1,1,0,1,0,2,8,3,-0.27651155,-0.4474144,-1.1783054,-0.7733653,0.0762291,-0.41144857,-0.2519376
0,6,1,1,0,0,0,0,11,3,0.19435315,-0.4474144,1.104669,0.5468804,-0.24655762,-0.41144857,-0.2519376
0,1,1,0,0,0,0,1,0,0,2.077812,-0.40964466,1.344982,0.2595328,-0.56934434,1.3962241,2.7869942
0,7,1,1,0,1,1,0,0,3,-0.6532033,1.7406029,-0.21705304,0.19352053,-0.24655762,-0.41144857,-0.2519376
0,9,1,1,0,0,0,0,3,3,0.57104486,-0.3373895,0.1434166,-0.124891676,-0.56934434,-0.41144857,-0.2519376
0,1,1,1,0,0,0,2,6,3,0.0060072714,0.3450932,0.02326005,-0.75394994,0.0762291,-0.41144857,-0.2519376
0,1,2,1,0,1,0,2,8,3,-1.3124138,-0.22670777,0.86435586,-0.36564237,-0.56934434,-0.41144857,-0.2519376
0,4,1,2,0,0,0,0,1,3,0.47687194,0.11748948,-1.2984619,-0.031697858,-0.24655762,-0.41144857,-0.2519376
0,0,0,1,0,0,1,0,4,3,-1.124068,-0.44675753,1.5852952,-0.14819013,-0.56934434,-0.41144857,-0.2519376
0,9,2,1,0,0,1,0,4,2,-1.5007597,-0.40176228,-0.5775227,-0.2180855,-0.56934434,0.5073685,0.18219551
0,0,1,1,0,0,1,2,6,3,-0.37068447,-0.4474144,0.3837297,-0.31904545,-0.24655762,-0.41144857,-0.2519376
0,3,1,2,0,1,1,0,5,3,-0.4648574,-0.3991348,1.104669,3.9251564,-0.56934434,-0.41144857,-0.2519376
0,4,2,2,0,1,1,0,5,3,-0.55903035,-0.34789935,1.4651387,-0.67240536,2.0129495,-0.41144857,-0.2519376
0,7,1,1,0,0,0,0,1,3,0.6652178,-0.34888464,-0.21705304,0.3566097,0.3990158,-0.41144857,-0.2519376
0,9,1,1,0,1,1,2,8,3,-0.27651155,-0.17777133,0.6240428,-0.69958687,-0.56934434,-0.41144857,-0.2519376
0,0,1,1,0,0,0,0,1,3,0.47687194,-0.23064895,-1.1783054,1.8710092,-0.24655762,-0.41144857,-0.2519376
0,1,0,0,0,1,0,0,8,2,0.7593908,-0.439532,-0.5775227,1.7195693,-0.56934434,3.2138839,0.18219551
0,1,2,1,0,0,0,0,7,3,-0.6532033,-0.3768014,-1.5387751,0.3566097,0.0762291,-0.41144857,-0.2519376
0,7,1,1,0,0,0,0,1,3,0.47687194,-0.35775232,0.74419934,1.191471,-0.24655762,-0.41144857,-0.2519376
0,4,1,2,0,1,0,0,1,3,0.7593908,0.18054852,0.5038862,0.473102,0.3990158,-0.41144857,-0.2519376
0,4,2,2,0,1,0,0,5,3,-1.2182409,-0.44708595,0.02326005,-0.06664554,-0.24655762,-0.41144857,-0.2519376
0,4,2,1,0,0,0,2,6,3,-0.4648574,-0.12160937,-1.1783054,0.3604928,-0.56934434,-0.41144857,-0.2519376
0,10,0,1,0,1,0,2,8,3,-0.1823386,-0.28089914,-0.45736614,-0.42000544,1.367376,-0.41144857,-0.2519376
0,8,2,1,0,0,0,0,8,3,-1.5007597,-0.21652636,-1.2984619,3.2689166,0.0762291,-0.41144857,-0.2519376
0,2,1,2,0,1,0,2,6,3,-0.08816566,0.19401425,-1.1783054,-0.5675623,0.72180253,-0.41144857,-0.2519376
0,1,0,1,0,1,0,0,5,3,-0.4648574,-0.018810004,0.02326005,0.33719432,2.335736,-0.41144857,-0.2519376
0,10,1,1,0,1,0,2,8,3,1.6069472,1.0295465,1.5852952,-0.5054331,-0.56934434,-0.41144857,-0.2519376
0,9,1,1,0,1,0,2,8,3,-1.2182409,-0.23229112,-0.8178358,-0.30739623,-0.24655762,-0.41144857,-0.2519376
0,9,1,1,0,1,1,0,0,3,-0.55903035,-0.36300725,0.5038862,0.18963747,0.3990158,-0.41144857,-0.2519376
0,0,1,0,0,1,0,0,0,3,1.0419096,-0.37910044,0.1434166,0.46145275,-0.24655762,-0.41144857,-0.2519376
0,4,1,2,0,0,0,0,7,3,0.47687194,-0.4474144,-1.5387751,0.18187131,3.3040962,-0.41144857,-0.2519376
0,1,1,0,0,0,0,0,1,3,0.47687194,-0.25856572,1.104669,-0.50155,0.0762291,-0.41144857,-0.2519376
0,5,1,1,1,1,1,0,5,3,1.7952931,-0.15872224,1.5852952,-0.76171607,1.6901627,-0.41144857,-0.2519376
0,1,1,3,0,1,0,2,8,3,0.7593908,-0.31505612,-1.2984619,-0.06664554,-0.24655762,-0.41144857,-0.2519376
0,11,1,3,0,0,0,1,6,3,1.7952931,1.1957333,-1.4186186,-0.51708233,0.72180253,-0.41144857,-0.2519376
0,9,2,1,0,1,0,0,8,3,-1.4065868,-0.3695759,-1.4186186,3.2339687,0.0762291,-0.41144857,-0.2519376
0,1,1,1,0,1,0,0,4,0,-0.6532033,-0.5167136,1.5852952,-0.47825158,-0.24655762,1.4361727,1.9187279
0,1,2,1,0,1,0,2,8,3,0.7593908,-0.40044856,-1.1783054,-0.6801715,-0.56934434,-0.41144857,-0.2519376
0,1,1,1,0,1,0,0,3,1,0.47687194,-0.07168763,-0.93799233,0.4575697,-0.24655762,0.8868799,1.0504618
0,4,1,2,0,1,0,0,9,0,-0.6532033,-0.2129136,0.6240428,0.27118206,0.3990158,0.72708565,11.469656
0,6,1,2,0,0,0,2,8,3,1.7011201,-0.25265393,-0.33720958,-0.75394994,-0.24655762,-0.41144857,-0.2519376
0,5,0,1,0,0,0,0,2,3,1.889466,0.1309552,-1.0581489,0.2944805,0.0762291,-0.41144857,-0.2519376
0,4,2,1,0,1,0,0,0,0,0.2885261,-0.41161525,0.5038862,-0.61027616,0.3990158,2.8743212,1.0504618
0,1,1,0,0,1,0,2,8,3,0.6652178,-0.35512486,0.3837297,-0.6141592,0.0762291,-0.41144857,-0.2519376
0,8,2,2,0,0,0,0,9,1,-1.2182409,-0.4464291,-0.5775227,-0.47825158,-0.24655762,1.0766356,0.18219551
0,8,2,1,0,1,0,2,8,3,-1.6891056,-0.31439924,0.3837297,-0.48213464,0.0762291,-0.41144857,-0.2519376
0,0,1,1,0,1,0,0,5,3,-0.84154916,-0.4474144,0.02326005,1.032265,0.3990158,-0.41144857,-0.2519376
0,1,1,0,0,1,0,2,6,3,1.0419096,1.1267625,-1.1783054,-0.31904545,-0.24655762,-0.41144857,-0.2519376
0,1,2,0,0,1,0,0,9,3,-0.84154916,0.7333004,0.6240428,-0.33846083,-0.24655762,-0.41144857,-0.2519376
0,1,1,1,0,1,0,2,8,3,-0.6532033,-0.20109004,0.86435586,-0.21031934,-0.56934434,-0.41144857,-0.2519376
0,2,0,1,0,0,0,2,8,3,1.4186013,-0.39650735,-1.2984619,-0.54426384,0.0762291,-0.41144857,-0.2519376
0,9,1,1,0,1,0,2,8,3,0.19435315,-0.44183105,0.02326005,0.36825895,0.3990158,-0.41144857,-0.2519376
0,2,1,2,0,1,0,0,5,3,-0.6532033,-0.39946327,-0.21705304,2.057397,-0.24655762,-0.41144857,-0.2519376
0,4,2,2,0,0,0,0,1,3,-1.0298951,1.158292,-0.5775227,1.1138095,-0.24655762,-0.41144857,-0.2519376
0,6,2,2,0,0,0,0,10,3,-1.2182409,0.07118049,-0.21705304,-0.5287315,0.0762291,-0.41144857,-0.2519376
0,5,1,1,0,1,0,0,1,3,0.57104486,-0.4707331,-0.5775227,0.1352744,0.72180253,-0.41144857,-0.2519376
0,3,1,1,0,1,0,2,8,3,1.2302555,-0.39256617,0.5038862,1.1215756,1.367376,-0.41144857,-0.2519376
0,4,1,2,0,0,0,0,9,0,1.0419096,-0.25593826,0.1434166,-0.19090396,-0.56934434,0.5073685,0.6163286
0,6,1,2,0,1,0,0,3,0,0.7593908,-0.28221285,1.344982,-0.54426384,0.72180253,-0.19173144,1.9187279
0,7,2,3,0,1,0,0,3,0,-0.9357221,-0.33344832,-1.2984619,-0.016165555,0.0762291,2.1951954,0.18219551
0,1,1,1,0,1,0,2,8,3,0.47687194,-0.11766818,-0.0968965,-0.8704422,-0.56934434,-0.41144857,-0.2519376
0,9,1,1,0,0,0,0,1,3,-0.84154916,-0.28812465,1.2248255,-0.62192535,3.626883,-0.41144857,-0.2519376
0,0,2,1,0,0,0,0,3,3,-1.4065868,0.3766227,0.3837297,1.5370648,0.0762291,-0.41144857,-0.2519376
0,1,1,1,0,1,1,0,8,3,-0.9357221,-0.36366412,0.26357314,0.14304055,-0.56934434,-0.41144857,-0.2519376
0,7,1,1,0,1,0,0,0,3,-0.84154916,-0.3827132,0.5038862,0.63230807,0.3990158,-0.41144857,-0.2519376
0,1,2,3,0,0,0,0,8,3,-0.55903035,-0.41851234,-0.33720958,0.05372981,-0.24655762,-0.41144857,-0.2519376
0,9,2,1,0,0,0,0,1,3,-0.27651155,-0.32687968,0.5038862,-0.5054331,-0.24655762,-0.41144857,-0.2519376
0,10,2,2,0,0,0,0,3,3,1.7952931,-0.32885027,-1.2984619,6.1307435,-0.56934434,-0.41144857,-0.2519376
0,6,1,1,0,0,0,0,9,0,0.10018021,0.6071823,0.3837297,-0.6646392,-0.24655762,0.70711136,0.18219551
0,4,1,2,0,0,0,0,5,3,1.7011201,-0.35512486,-0.93799233,0.66725576,-0.24655762,-0.41144857,-0.2519376
0,1,1,3,0,1,0,0,0,1,0.382699,-0.33279145,0.1434166,-0.30739623,-0.24655762,2.9542184,0.6163286
0,1,1,1,0,0,0,0,3,3,1.3244283,-0.1997763,-1.6589316,-0.15595628,0.0762291,-0.41144857,-0.2519376
0,4,1,2,0,0,0,0,8,2,-0.55903035,2.1800454,-0.33720958,0.28283128,-0.56934434,0.49738136,1.0504618
0,4,1,2,0,1,0,0,8,3,0.0060072714,-0.56893444,-0.93799233,-0.09771015,-0.24655762,-0.41144857,-0.2519376
0,4,0,2,0,1,0,2,8,3,0.0060072714,-0.3515121,-0.93799233,0.36437586,-0.24655762,-0.41144857,-0.2519376
0,1,1,1,0,0,0,0,1,3,1.2302555,-0.2674334,0.26357314,1.0167326,1.367376,-0.41144857,-0.2519376
0,1,1,0,0,0,1,1,5,3,0.6652178,-0.33936012,0.86435586,-0.67240536,1.0445893,-0.41144857,-0.2519376
0,0,2,1,0,0,0,0,5,3,0.0060072714,-0.43887514,-0.93799233,0.65948963,-0.56934434,-0.41144857,-0.2519376
0,7,2,1,0,0,1,0,5,3,-1.5007597,-0.46088013,-0.21705304,-0.55979615,-0.24655762,-0.41144857,-0.2519376
0,6,1,0,1,0,0,0,1,3,0.19435315,-0.32096788,-1.1783054,0.3915574,-0.24655762,-0.41144857,-0.2519376
0,6,1,2,0,1,0,2,8,3,-0.1823386,0.61867744,1.7054517,0.9041234,-0.56934434,-0.41144857,-0.2519376
0,9,1,1,0,1,0,0,9,3,-0.27651155,0.028155841,0.5038862,0.6090096,-0.56934434,-0.41144857,-0.2519376
0,11,2,3,0,0,0,2,6,3,0.8535637,-0.28648248,-0.45736614,-0.26856548,-0.56934434,-0.41144857,-0.2519376
0,7,2,1,0,0,0,0,4,3,-1.3124138,-0.5236107,1.4651387,0.104209796,-0.56934434,-0.41144857,-0.2519376
0,4,1,2,0,1,0,0,5,3,-0.4648574,0.07610698,1.8256083,1.1099265,0.72180253,-0.41144857,-0.2519376
0,4,1,2,0,1,0,0,8,1,-0.7473762,2.291384,-1.2984619,0.29836357,-0.24655762,1.246417,1.9187279
